inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP00244,11-09-2025,SCH-0353,True,True,True,1,True,Samaksh Barad,Toilets locked
INSP00101,16-Sep-2025,SCH0478,Yes,True,Nahi,Hai,Functional,Jalsa Chaudry,Good condition
INSP00316,2025/07/14,SCH0212,Haan,True,True,H,N,,Average
INSP01011,03/03/2026,sch0556,Nahi hai,Haan,True,Working,True,Umang Sahota,No remarks
INSP02584,2026/02/10,SCH0380,False,Haan,True,True,True,Jacob Jha,Toilets locked
INSP02583,20-Oct-2025,0116,False,True,Functional,H,True,Nirja Rama,
INSP01056,2025/09/03,SCH-0467,True,True,True,,False,Alka Gopal,No remarks
INSP00262,25.06.2025,SCH0232,True,Y,Working,Functional,Yes,Utkarsh Oak,No remarks
INSP02664,06-13-2025,sch0199,No,True,False,,Nahi hai,Bakhshi Koshy,No remarks
INSP01834,11.09.2025,SCH-0295,Y,True,Y,0,True,,Good condition
INSP00196,02-Nov-2025,sch_0465,False,Under Repair,,Haan,False,Om Issac,
INSP01980,06-Jul-2025,sch0115,Y,,True,True,False,,Average
INSP02950,2026-02-26,SCH0314,False,True,1,Y,1,Mahika Sankaran,Average
INSP02384,2025-10-28,SCH-0346,Nahi,Not Available,Working,Broken,False,Zehaan Dugar,Toilets locked
INSP00180,09.09.2025,SCH0417,Kharab,Hai,True,False,True,Urishilla Shere,Good condition
INSP00835,24.02.2026,SCH-0572,False,False,True,False,Nahi,Krishna Sama,No remarks
INSP00843,2026/02/10,SCH0229,No,,True,Yes,False,Vaishnavi Salvi,No remarks
INSP02441,2026/02/07,SCH0485,H,,True,Working,True,Nirja Khurana,No remarks
INSP01581,01.08.2025,SCH0205,True,True,True,Nahi hai,False,Anirudh Purohit,Toilets locked
INSP01038,01-23-2026,sch_0465,Functional,,Yes,Functional,Under Repair,Vrishti Balakrishnan,Good condition
INSP00341,2025/05/07,SCH0098,True,Y,False,True,Nahi,Lohit Bala,Needs repair
INSP01180,2025-10-02,SCH0451,,0,,N,Nahi,Rachana Chander,Needs repair
INSP01988,26.12.2025,SCH0188,Functional,Nahi hai,False,True,False,Veda Rao,Average
INSP00749,03-09-2026,SCH0065,True,0,False,,False,Kala Kale,No remarks
INSP01193,30-Apr-2025,SCH0137,True,1,haan,N,Yes,Faraj Sura,Average
INSP00663,2025-11-30,S0424,True,Nahi hai,True,True,No,Manan Bhattacharyya,
INSP00481,2025-05-29,sch_0019,Working,True,,0,True,Amaira Balakrishnan,No remarks
INSP00804,12-03-2025,SCH-0524,True,Hai,True,Nahi,False,Waida Handa,Good condition
INSP00795,2025/10/20,0458,N,1,H,True,,Caleb Pandya,No remarks
INSP01455,26-Dec-2025,SCH0322,True,Y,True,Available,na,Nihal Dasgupta,
INSP01499,2025-08-01,0512,Haan,Nahi hai,,0,Yes,Urvi Warrior,Good condition
INSP02562,25/03/2026,sch_0118,False,True,H,True,True,,Toilets locked
INSP00550,17-Oct-2025,sch_0554,haan,haan,na,False,False,Unnati Chacko,Toilets locked
INSP01741,09/06/2025,sch0125,True,,Y,True,True,Yochana Dhillon,Needs repair
INSP00784,2025-06-06,SCH0334,Nahi hai,True,False,Nahi,Nahi,Daksh Sachdev,No remarks
INSP02848,04-18-2025,SCH0146,Yes,False,Not Available,Not Available,True,Lajita Mohanty,Average
INSP02314,2025-04-22,SCH0159,N,True,Hai,True,Working,Lila Sundaram,Average
INSP00743,24/04/2025,SCH-0420,H,Available,Available,No,H,Tanay Borde,Needs repair
INSP02578,2025/11/21,SCH0514,Y,Hai,True,True,True,Manan Kapur,Toilets locked
INSP02611,05-19-2025,S0097,Working,Working,False,na,True,,Average
INSP01764,2026-01-31,sch_0019,Yes,True,haan,,Yes,,Good condition
INSP02273,25.05.2025,SCH0483,True,,Available,True,False,Wishi Sachdeva,No remarks
INSP02085,12-Sep-2025,SCH0286,,True,True,Functional,True,Ekta Gala,Good condition
INSP01781,2025/09/19,SCH0492,True,True,Available,True,False,Divya Chaudhuri,Needs repair
INSP02419,01-08-2026,sch_0221,Yes,True,True,Yes,False,Kamala Sampath,No remarks
INSP01128,18-Mar-2026,SCH0022,True,Y,Haan,Nahi,1,Neel Singhal,Toilets locked
INSP00248,24-Mar-2026,SCH-0286,Working,True,Working,Available,Kharab,Wyatt Parmar,Toilets locked
INSP00872,12-06-2025,SCH0577,True,Working,1,True,Working,Chavvi Upadhyay,Average
INSP01026,02-Mar-2026,sch_0592,,Y,haan,True,False,Veer Biswas,Toilets locked
INSP02955,21-Dec-2025,sch_0306,False,True,Yes,False,H,Faris Dave,No remarks
INSP02860,21/05/2025,SCH0335,True,Haan,Yes,Yes,True,Jeevika Rama,Toilets locked
INSP00627,2026/02/14,0256,False,Yes,True,,No,,Average
INSP00348,18-Jan-2026,SCH0025,True,True,True,True,No,,
INSP00279,26/04/2025,sch_0174,1,Haan,True,,Yes,Hemal Lalla,Good condition
INSP01989,2025/08/29,SCH0436,True,True,,True,Working,Damyanti Kashyap,Good condition
INSP02404,2026-03-06,0011,True,1,Hai,True,N,Warjas Deol,No remarks
INSP00656,03-May-2025,SCH-0143,Hai,True,False,False,No,Ati Sandhu,
INSP01357,11/11/2025,SCH0106,1,True,No,Y,Under Repair,Lajita Saha,Toilets locked
INSP01033,16/08/2025,SCH0150,Under Repair,True,Haan,1,Functional,Kiaan Raval,No remarks
INSP00908,25/11/2025,S0572,Functional,Haan,True,False,Y,Ojasvi Thaman,No remarks
INSP02761,08-Apr-2025,SCH0334,,True,True,True,False,Champak Upadhyay,Good condition
INSP02721,10/11/2025,sch_0164,True,haan,True,1,False,Harita Saran,Good condition
INSP01136,2025-07-14,SCH0461,True,0,True,Nahi,,Hitesh Dixit,No remarks
INSP00912,10-07-2025,SCH0493,True,N,True,H,No,Yashawini Lalla,Needs repair
INSP01908,29.07.2025,sch0101,1,Working,True,False,True,Ekaja Yohannan,Good condition
INSP00633,2026/02/24,SCH0376,False,,True,False,False,Leela Deshmukh,
INSP01103,08/09/2025,0389,Broken,True,Haan,0,H,Varsha Shankar,
INSP00446,10/03/2026,SCH-0059,False,True,1,Not Available,False,Tanish Sunder,Toilets locked
INSP00618,18.03.2026,sch_0185,True,Working,True,True,Y,Adweta Divan,Needs repair
INSP01363,06-May-2025,S0108,Working,H,True,,False,,Needs repair
INSP01196,2025-07-27,sch0553,Not Available,True,No,0,True,Gaurika Narasimhan,Average
INSP01191,20.09.2025,SCH-0272,haan,True,Broken,Yes,Haan,Vihaan Ramaswamy,Toilets locked
INSP02292,29.10.2025,SCH0013,Working,Haan,Y,True,na,Niharika Gara,Good condition
INSP01748,08-30-2025,SCH-0488,Functional,,True,haan,haan,Abhimanyu Bansal,Good condition
INSP00845,16.03.2026,SCH-0131,No,True,True,haan,True,,No remarks
INSP02685,10/10/2025,SCH0512,,0,Nahi hai,Nahi,Yes,Ekanta Nagar,Toilets locked
INSP00548,07-Mar-2026,SCH0455,True,,True,True,,Yauvani Nagar,Average
INSP01979,28-Feb-2026,SCH0041,Working,Working,Working,False,False,,Needs repair
INSP02179,07.08.2025,0213,True,True,Broken,haan,False,Wriddhish Grewal,
INSP01058,06-Mar-2026,sch_0262,False,True,Hai,Not Available,True,Gayathri Baria,No remarks
INSP00264,2025/12/15,SCH0139,H,Yes,True,Working,True,Veer Gera,Toilets locked
INSP02996,05-Apr-2025,SCH0492,True,Haan,True,False,True,Naveen Swamy,No remarks
INSP02477,2026-03-18,SCH0280,1,,True,haan,,,No remarks
INSP02024,2025/06/15,SCH-0583,True,Yes,Y,False,na,Hamsini Majumdar,Needs repair
INSP00354,2025/08/21,sch0301,True,1,True,Nahi,True,Veer Chana,Average
INSP00803,22/03/2026,0180,True,Broken,Under Repair,True,N,Qushi Zachariah,Average
INSP00209,24/04/2025,sch_0294,Y,True,Nahi hai,True,0,Naksh Andra,Good condition
INSP00614,23.03.2026,SCH-0027,H,True,True,False,,Jasmit Rama,Good condition
INSP01048,03/07/2025,SCH0133,Working,False,True,Yes,No,Ethan Sarkar,Toilets locked
INSP02158,2026-02-21,SCH0593,haan,True,False,False,True,Faras Grewal,Average
INSP01676,11.12.2025,S0381,True,N,False,Haan,True,Yashawini Sem,
INSP01272,17/07/2025,SCH0020,True,True,True,False,Under Repair,Maanas Chaudhry,Good condition
INSP01271,12-29-2025,SCH0557,True,True,N,True,False,Onkar Behl,Toilets locked
INSP01954,01.05.2025,SCH0029,True,N,Working,True,1,Osha Loyal,Toilets locked
INSP02693,2025/06/01,SCH-0526,False,False,True,True,Nahi,Warinder Vora,Average
INSP00058,2026/03/14,SCH0064,H,Y,True,1,Nahi,,Needs repair
INSP02348,2026/01/09,sch_0424,False,Working,,haan,0,Isaac Natarajan,Needs repair
INSP00812,07-Mar-2026,SCH0548,0,True,H,False,Nahi hai,Varsha Pingle,Good condition
INSP01552,25/07/2025,SCH-0089,Y,False,True,N,Available,Amaira Gandhi,No remarks
INSP02737,2025/04/03,SCH0348,Functional,H,True,True,Working,Hardik Borde,Average
INSP00562,03/05/2025,S0072,True,True,True,Functional,True,Lakshmi Ganesh,No remarks
INSP02310,05.06.2025,SCH0452,True,H,True,False,Working,Indali Bhatt,No remarks
INSP00230,2025-07-12,SCH0124,Not Available,True,True,na,True,Mason Hari,
INSP02640,20.08.2025,SCH0169,Haan,Y,Yes,haan,No,Gaurav Bobal,Toilets locked
INSP02033,2025/06/09,SCH0099,True,True,Working,True,H,Ryan Trivedi,
INSP02933,24/09/2025,sch0177,Y,haan,,False,Hai,Anusha Parekh,Good condition
INSP00539,06-15-2025,SCH0302,,True,True,True,True,Vamakshi Shroff,Needs repair
INSP01736,2026-02-17,SCH-0259,True,False,N,Available,,Janaki Upadhyay,Average
INSP02576,17/03/2026,S0249,Yes,True,haan,N,Haan,Sarthak Warrior,Good condition
INSP02229,2026-03-14,SCH0307,H,Functional,haan,N,True,Eiravati Baral,Needs repair
INSP02870,12/04/2025,SCH-0402,Yes,True,Functional,True,False,Anmol Chawla,Average
INSP00561,01-16-2026,SCH0113,True,True,True,Y,True,Mitali Setty,
INSP00708,2026-01-01,S0121,Y,True,False,True,Kharab,Aayush Krish,No remarks
INSP01235,2025-06-12,SCH0486,True,False,Nahi hai,N,True,Ishanvi Gera,Needs repair
INSP00425,06-May-2025,S0068,Yes,na,haan,False,Yes,Aahana Ravi,Average
INSP00648,2025/04/10,SCH-0425,False,Nahi,haan,1,True,Lajita Radhakrishnan,Average
INSP01883,10-08-2025,SCH0185,Haan,True,True,False,Available,Shivansh Bir,Good condition
INSP01324,17-Jul-2025,0553,True,True,False,Haan,haan,,Good condition
INSP02596,14/05/2025,SCH0031,Y,True,haan,False,False,Anay Atwal,
INSP01160,30-Dec-2025,SCH0388,,Functional,False,True,0,Samuel Sankaran,Good condition
INSP01006,29/11/2025,sch0053,False,True,H,False,False,Irya Bawa,Toilets locked
INSP00621,06.08.2025,sch0451,True,1,True,,na,Neel Dugal,No remarks
INSP01361,26-Mar-2026,SCH0572,Hai,True,False,H,False,Bhavani Prabhakar,Needs repair
INSP00554,2025/08/08,sch_0124,,True,True,Hai,na,,Average
INSP02802,2026/01/02,sch_0505,True,Working,1,True,True,Onkar Chadha,No remarks
INSP01558,11.01.2026,SCH-0220,True,1,H,Functional,False,,
INSP00999,17-Jul-2025,SCH0557,False,Functional,Y,True,True,Amol Brahmbhatt,Needs repair
INSP01365,2026-01-16,SCH0239,True,True,Available,,True,Dhruv Lad,
INSP01755,2026-02-09,SCH0039,Haan,Yes,Nahi,H,True,Nachiket Varty,No remarks
INSP02886,12-27-2025,sch0063,False,True,,False,False,Alexander Hayre,Good condition
INSP00930,10.12.2025,SCH0012,True,True,Nahi,Y,True,Watika Subramaniam,No remarks
INSP01645,14/06/2025,SCH0280,1,Y,Available,False,Haan,Sanaya Ramakrishnan,Needs repair
INSP00441,09/02/2026,SCH-0356,Working,1,Functional,True,Functional,Niharika Bansal,Toilets locked
INSP00509,2025-10-05,SCH0322,False,True,H,False,Kharab,Abdul Dugar,Good condition
INSP00590,2026/03/12,S0487,,haan,True,True,Nahi,Yashica Tiwari,Average
INSP01237,12-17-2025,SCH-0448,1,1,Yes,na,False,Aarush Bassi,Good condition
INSP00650,2025-12-23,sch_0534,True,False,na,False,No,Vedika Kohli,Needs repair
INSP02041,12/07/2025,sch0236,,True,Y,False,False,Yashawini Ganesan,
INSP02683,04-23-2025,SCH0186,True,True,H,haan,False,Vihaan Saini,Good condition
INSP01317,14.07.2025,SCH0315,1,True,1,Working,True,Harita Chatterjee,
INSP01335,2026/01/11,SCH0210,Available,1,True,True,False,Mitali Lad,Good condition
INSP01843,2026-03-15,SCH-0032,True,Y,False,True,N,Meera Sampath,
INSP00631,11/01/2026,SCH0292,Nahi hai,Functional,True,Available,Haan,Vasatika Grewal,
INSP01403,2025-11-13,sch_0469,Under Repair,Yes,True,True,Haan,Kabir Cheema,No remarks
INSP00483,06-07-2025,0389,True,Yes,haan,Broken,,,Average
INSP01245,29-Dec-2025,sch_0463,Broken,Yes,False,True,True,Ekanta Bahri,Toilets locked
INSP00728,2026/03/30,SCH-0033,H,True,True,True,True,Ridhi Gour,No remarks
INSP02571,05/11/2025,SCH0079,True,True,,True,Yes,Wridesh Soni,Needs repair
INSP00686,12.12.2025,SCH-0268,True,True,,True,True,Chanakya Raval,Needs repair
INSP02231,29.08.2025,sch0263,haan,Working,Y,False,True,Aayush Ratti,No remarks
INSP02096,29-Oct-2025,SCH0362,True,True,1,Nahi hai,,Reva Sidhu,No remarks
INSP00857,07-11-2025,S0368,No,True,Hai,True,True,Fitan De,Good condition
INSP00531,15.03.2026,S0594,,True,Y,1,False,Ranveer Tank,
INSP01996,04.11.2025,sch_0188,True,H,Hai,Available,Hai,Yagnesh Borra,No remarks
INSP00050,2025-10-03,SCH-0466,Y,Not Available,Y,Available,False,Hamsini Golla,Toilets locked
INSP00859,17/12/2025,SCH0578,Y,1,1,H,No,Pallavi Wagle,Needs repair
INSP01073,27.09.2025,sch_0583,True,Y,Yes,False,True,Wriddhish Bal,Toilets locked
INSP00720,2026/03/01,SCH0370,H,False,True,H,na,Anita Sengupta,Toilets locked
INSP01826,2026/02/08,S0416,Hai,True,False,na,True,Xalak Raghavan,Average
INSP01430,2025/09/07,SCH-0255,Nahi hai,False,True,Haan,False,Veda Parikh,Needs repair
INSP02370,2025-12-11,sch_0058,True,False,Yes,False,Y,Brinda Buch,
INSP01449,2025/12/07,SCH-0317,Hai,haan,True,,na,Chandresh Gokhale,
INSP01633,11-25-2025,SCH0554,True,True,Working,N,Haan,Tara Mahal,Good condition
INSP02244,2026/03/25,0475,True,Available,na,H,False,Vinaya Vala,Average
INSP02888,23-Apr-2025,sch_0061,True,True,Haan,False,H,Advika Raghavan,Needs repair
INSP02744,20/06/2025,SCH-0105,True,Hai,H,False,True,Brijesh Naidu,No remarks
INSP01544,12-17-2025,SCH-0236,H,True,Y,,False,Logan Sarin,
INSP02167,08-Apr-2025,sch_0365,False,True,True,True,True,,No remarks
INSP01792,2026-03-29,sch_0032,haan,na,Hai,Available,Functional,Dhriti Boase,Average
INSP01393,2025-05-01,SCH0397,Y,Haan,True,Available,Y,Veer Ramaswamy,
INSP02257,26.08.2025,SCH0036,,True,Haan,Nahi hai,haan,Dalaja Karnik,Good condition
INSP02766,05.08.2025,S0287,Hai,Hai,1,,True,Gaurangi Barad,Average
INSP01651,25.07.2025,sch_0026,Haan,Available,Functional,Hai,Yes,Dev Kata,
INSP00298,2025/12/01,SCH0141,,Y,haan,Yes,True,Jagdish Gulati,Toilets locked
INSP01327,05/02/2026,SCH-0276,True,True,True,Nahi hai,Hai,Parth Krishnamurthy,Needs repair
INSP01458,03-22-2026,SCH-0067,True,True,True,Working,True,Forum Handa,No remarks
INSP00959,05/05/2025,SCH0128,True,Y,True,True,True,Aadhya Baral,Needs repair
INSP01321,2026-01-30,S0524,False,Available,True,1,Haan,,Average
INSP01609,26/02/2026,SCH0290,0,True,Available,Haan,True,Kala Nath,Toilets locked
INSP01214,2025-11-30,sch_0212,True,False,False,0,False,Vedhika Ahluwalia,
INSP00350,05/12/2025,SCH0285,Yes,,1,True,Haan,Anamika Choudhury,No remarks
INSP02565,2025-12-30,SCH-0579,True,True,haan,False,False,Nathan Padmanabhan,Average
INSP00644,01-31-2026,sch_0260,True,haan,Available,Not Available,False,Ekaja Wason,Needs repair
INSP01897,2025-09-28,sch_0567,True,,Kharab,False,1,Dhruv Batra,Needs repair
INSP01284,03.11.2025,SCH0489,Y,True,Yes,Haan,False,Avni Modi,Toilets locked
INSP00670,08.10.2025,SCH0291,Functional,False,True,N,Hai,Warjas Mody,Average
INSP02537,2025-04-17,0265,Nahi,Hai,haan,False,Yes,,Average
INSP01643,15-Oct-2025,SCH0111,True,True,True,Functional,True,Aarini Chawla,Toilets locked
INSP01955,15/01/2026,S0561,Not Available,True,Nahi hai,na,Working,Siya Parekh,
INSP02591,2026-01-31,sch0252,Hai,True,Functional,Hai,Yes,Chaman Mistry,Average
INSP02499,15.03.2026,sch0322,True,True,True,No,,Chaitaly Bath,
INSP01553,12-17-2025,sch0071,True,Working,,False,Working,Indrajit Nori,Good condition
INSP01715,20.03.2026,SCH-0262,Y,True,Nahi,True,No,,Needs repair
INSP00787,2025-10-02,sch_0244,Haan,haan,Y,Working,Yes,Arya Ramesh,No remarks
INSP02833,21.10.2025,SCH0138,Y,Functional,False,Available,False,Harita Ratta,Toilets locked
INSP00141,14/05/2025,SCH-0318,haan,Functional,Hai,True,False,Hemani Rastogi,Toilets locked
INSP00789,2025-11-21,SCH0074,Available,H,True,Nahi hai,False,Qasim Mody,Good condition
INSP01726,2025/11/13,sch_0316,True,Nahi hai,Hai,True,True,Chakradhar Kapoor,Average
INSP02688,19-Jul-2025,SCH0009,,H,1,False,Nahi,Baljiwan Gaba,No remarks
INSP00715,2025-09-30,SCH-0334,,True,,True,True,Udyati Soman,Average
INSP01466,24/10/2025,SCH0047,True,Working,Y,False,False,Hitesh Chana,No remarks
INSP01718,11.06.2025,sch_0443,True,Haan,Hai,True,H,Peter Tella,No remarks
INSP01601,07-21-2025,0468,False,False,Haan,1,Nahi hai,Harinakshi Suri,
INSP01627,14/11/2025,SCH0018,False,True,True,True,Yes,Qasim Krishnamurthy,Average
INSP00619,07-07-2025,SCH0033,Kharab,Hai,True,H,na,Arin Nagarajan,
INSP00407,29/09/2025,SCH-0344,haan,Functional,False,True,False,Lekha Radhakrishnan,
INSP01519,09-23-2025,SCH0173,True,haan,H,Broken,False,Tanveer Tiwari,
INSP02017,09/02/2026,0420,N,True,Available,True,True,Orinder Ahuja,Good condition
INSP02937,18-Mar-2026,sch0344,False,True,True,,,Raghav Mall,No remarks
INSP01269,2025/10/04,sch0488,haan,True,True,na,,Ojasvi Rattan,
INSP01780,15-Feb-2026,sch_0453,,False,True,True,No,Qadim Prabhu,Needs repair
INSP00498,11/05/2025,sch_0590,True,True,False,Functional,True,Divya Kari,Toilets locked
INSP00343,2025-05-28,SCH-0346,True,H,Under Repair,Yes,na,Yamini Badami,Average
INSP02879,12-15-2025,SCH-0063,,,True,H,True,Devika Tank,Toilets locked
INSP02390,12/06/2025,SCH0119,0,True,False,Yes,Available,Onveer Jaggi,Good condition
INSP00783,16.06.2025,0078,Y,False,True,0,False,Harish Kaul,Average
INSP02291,2025/07/04,S0008,True,True,na,True,Nahi,Nitesh Zachariah,Average
INSP00304,2025-11-03,S0325,N,Available,Nahi,Haan,0,Faqid Mitter,
INSP01952,10-27-2025,SCH0086,True,True,True,na,False,Urvi Pai,Needs repair
INSP00665,2026-03-15,SCH0450,True,True,1,Working,H,Harinakshi Shenoy,Toilets locked
INSP01814,2026/01/19,SCH0197,No,False,True,Yes,No,Zarna Saxena,Toilets locked
INSP01624,23.06.2025,SCH0401,Functional,,Not Available,True,False,,Average
INSP02836,2025/10/18,SCH0370,False,haan,H,False,False,Lavanya Nazareth,Toilets locked
INSP01629,2025-09-03,sch0321,Available,haan,False,Not Available,False,Isaac Wagle,Average
INSP00085,05-14-2025,SCH0466,Haan,Yes,False,H,True,Bhanumati Gaba,Needs repair
INSP02333,2026/01/25,SCH0590,True,True,Broken,No,True,Yuvraj Butala,No remarks
INSP00942,28-Sep-2025,SCH0494,False,No,H,False,False,Ikbal Verma,Average
INSP00962,24-Jul-2025,sch0143,Yes,False,False,False,True,Vasatika Barad,No remarks
INSP00842,21/01/2026,sch_0142,Yes,True,True,Broken,,Veda Ratta,Good condition
INSP02777,22.10.2025,SCH0270,True,True,False,True,False,Advika Chacko,
INSP02502,2026-01-05,SCH0335,False,haan,Y,Nahi hai,True,Rachit Sibal,Good condition
INSP02651,06.01.2026,sch_0106,,True,True,False,Available,Nilima Kannan,Toilets locked
INSP01415,2025/08/19,S0330,1,True,Yes,haan,False,Odika Deol,Toilets locked
INSP00291,05/02/2026,S0441,Working,haan,H,True,H,Ikbal Swamy,Needs repair
INSP02195,01.05.2025,sch_0509,Yes,Haan,True,True,Nahi hai,Qushi Zachariah,Needs repair
INSP01242,31.12.2025,SCH-0386,False,True,True,True,0,Abha Bal,Average
INSP00605,2026-02-25,sch_0138,True,True,False,False,True,Kalpit Varma,Average
INSP02150,27.04.2025,SCH0047,True,Working,,Nahi,True,Elijah Kade,Average
INSP00917,2025/05/06,sch_0474,Functional,True,Y,Nahi,True,Lakshmi Menon,
INSP02622,16/03/2026,SCH0216,False,True,Working,na,Available,,Toilets locked
INSP01823,2025-11-03,SCH0221,False,,Y,Under Repair,Hai,Bishakha Pant,Toilets locked
INSP01100,2025/05/08,SCH0486,True,Functional,False,False,Kharab,Advay Kamdar,
INSP01089,07-Aug-2025,sch_0600,True,True,No,Yes,0,Lakshit Sem,Average
INSP02214,07.02.2026,SCH0103,True,True,Working,,False,Nitara Ghosh,Needs repair
INSP01442,2025/07/15,SCH0205,,1,haan,True,0,,No remarks
INSP00822,2025/07/12,SCH-0393,Available,H,Yes,Broken,1,Aachal Babu,
INSP02597,27/09/2025,sch_0084,haan,H,,Y,False,,Toilets locked
INSP01001,29-May-2025,SCH0240,Hai,Functional,Available,Nahi hai,True,,No remarks
INSP01495,2025-08-30,0062,False,False,Available,False,False,Garima Sodhi,
INSP00019,03-Mar-2026,SCH0418,False,haan,True,False,Available,,Needs repair
INSP02975,2026/02/18,SCH0543,Y,True,True,True,False,,Needs repair
INSP01126,11-11-2025,SCH0219,Haan,haan,,Nahi,Working,Wriddhish Kalla,Needs repair
INSP01352,08/07/2025,SCH0545,True,N,,True,True,Jack Munshi,
INSP02251,2025/10/07,SCH0497,H,,haan,Y,Not Available,Jasmit Ghose,Good condition
INSP01396,13.06.2025,SCH0390,False,True,True,False,False,,Good condition
INSP01719,07.01.2026,S0538,True,True,N,0,Hai,,Average
INSP01594,2025-11-04,SCH0378,False,haan,Working,Nahi,False,Ranveer Randhawa,Good condition
INSP01810,30.01.2026,SCH0343,H,True,,Haan,True,Divya Purohit,Toilets locked
INSP01658,17-May-2025,SCH0247,False,Yes,True,No,True,Sudiksha Nagy,Average
INSP02128,2025-04-23,S0059,Hai,1,True,True,False,Avi Chawla,Toilets locked
INSP01518,2025/05/10,SCH-0190,True,True,0,Y,1,Zansi Kaul,Toilets locked
INSP01010,10/06/2025,sch0566,na,True,haan,,True,Yutika Chowdhury,No remarks
INSP00361,12/09/2025,SCH-0410,Functional,False,True,Nahi,False,Faris Lad,Average
INSP02690,05/07/2025,SCH0292,Functional,True,True,False,False,Ethan Gala,Toilets locked
INSP02013,16.08.2025,SCH0098,True,H,Available,N,haan,Kamala Khatri,Good condition
INSP02739,2025-12-10,SCH0198,Y,True,Working,True,N,Urvashi Kala,Toilets locked
INSP01232,2025/04/24,SCH-0471,Nahi hai,Hai,True,,Haan,David Sant,Average
INSP02506,2025-05-01,SCH0521,True,Y,Available,1,No,Xalak Dixit,Average
INSP01841,10-14-2025,sch0164,False,0,True,False,False,Samaksh Murthy,Good condition
INSP00345,2025-04-12,SCH0535,True,False,True,Under Repair,Yes,Deepa Goyal,Toilets locked
INSP00987,2025-04-15,sch0385,True,True,True,True,Y,Anya Palla,
INSP02026,2026-03-06,0382,Nahi,Hai,True,True,False,Tanmayi Gokhale,Toilets locked
INSP01912,2026-03-17,S0459,True,True,N,True,False,Priya Das,Needs repair
INSP01476,27.06.2025,SCH-0258,Available,Nahi,False,False,No,Caleb Mallick,No remarks
INSP01299,2025/11/01,S0075,True,,True,Haan,Haan,Warjas Jani,Toilets locked
INSP00114,16/06/2025,SCH-0302,Haan,Hai,Yes,Available,True,Sara Palla,
INSP01211,28.06.2025,SCH0306,Y,H,Haan,True,False,Rajeshri Sheth,Needs repair
INSP02023,2025/10/04,SCH0181,No,True,Functional,False,Under Repair,Hitesh Rajan,Good condition
